Query Text,Cardinality
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (chn.name like '%Hagrid%' OR chn.name like '%Aragorn%') AND (mc.note like '%Australia%' OR mc.note like '%Germany%' OR mc.note like '%Italy%' OR mc.note like '%Brazil%' OR mc.note like '%Sweden%' OR mc.note like '%Denmark%') AND (cn.name like '%Working Title Films%' OR cn.name like '%Amblin Television%' OR cn.name like '%Studio Ghibli%' OR cn.name like '%Pixar Animation Studios%' OR cn.name like '%DreamWorks Animation%') AND t.production_year > 2006 AND t.production_year < 2009 AND ct.kind in ('distributors','production companies','miscellaneous companies')",0
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND t.title not like '%mission%' AND t.title not like '%nightmare%' AND t.title not like '%spoon%' AND ct.kind in ('miscellaneous companies','distributors','production companies') AND mc.note not like '%China%' AND mc.note not like '%Portugal%' AND mc.note not like '%France%' AND mc.note not like '%Russia%' AND mc.note not like '%Denmark%' AND mc.note not like '%Japan%'",22128164
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('miscellaneous companies','special effects companies','production companies') AND t.production_year > 2000",7630942
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (mc.note like '%Denmark%' OR mc.note like '%Mexico%')",141646
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (mc.note like '%USA%') AND rt.role not like '%Eva Redpath%' AND rt.role not like '%Katy Monahan Huntley%' AND (chn.name like '%The Flash%' OR chn.name like '%Deadpool%' OR chn.name like '%Forrest Gump%' OR chn.name like '%Jason Bourne%')",96
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (mc.note like '%Sweden%')",340352
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('distributors','production companies','miscellaneous companies')",36607784
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (t.title like '%world%' OR t.title like '%train%' OR t.title like '%legend%' OR t.title like '%key%' OR t.title like '%light%') AND t.production_year > 2003 AND ct.kind in ('miscellaneous companies','distributors','special effects companies') AND (chn.name like '%R2-D2%' OR chn.name like '%Marty McFly%' OR chn.name like '%Deadpool%' OR chn.name like '%Atticus Finch%')",0
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (t.title like '%apple%') AND t.production_year > 1996 AND t.production_year < 2003 AND ct.kind in ('production companies','special effects companies','miscellaneous companies') AND (mc.note like '%Australia%' OR mc.note like '%India%' OR mc.note like '%Mexico%' OR mc.note like '%Sweden%' OR mc.note like '%Canada%') AND (chn.name like '%Jason Bourne%' OR chn.name like '%Maximus Decimus Meridius%' OR chn.name like '%Ellen Ripley%')",0
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (chn.name like '%Black Panther%')",450
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('distributors','special effects companies','miscellaneous companies') AND (mc.note like '%India%')",55647
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (chn.name like '%Atticus Finch%' OR chn.name like '%Hermione Granger%')",397
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND mc.note not like '%Sweden%' AND mc.note not like '%Japan%' AND mc.note not like '%UK%'",21839919
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND rt.role not like '%Adam Showtime Palmer%' AND ct.kind in ('miscellaneous companies','distributors','special effects companies')",22223963
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (chn.name like '%Black Widow%' OR chn.name like '%Rambo%' OR chn.name like '%The Flash%')",1801
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND ct.kind in ('production companies','distributors') AND (mc.note like '%UK%' OR mc.note like '%France%' OR mc.note like '%Portugal%') AND (chn.name like '%Deadpool%' OR chn.name like '%Jason Bourne%' OR chn.name like '%Harry Potter%') AND t.production_year < 1995 AND (t.title like '%violin%' OR t.title like '%water%')",0
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND rt.role not like '%Charlie Todd%' AND ct.kind in ('special effects companies','distributors','miscellaneous companies') AND t.production_year > 2000 AND (chn.name like '%Jason Bourne%' OR chn.name like '%Spider-Man%')",315
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (cn.name like '%New Line Cinema%') AND ct.kind in ('special effects companies','distributors','production companies') AND (mc.note like '%Sweden%' OR mc.note like '%Mexico%' OR mc.note like '%France%')",39
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND rt.role not like '%Samantha Mashaw%' AND rt.role not like '%Thasc%' AND rt.role not like '%Kara Stevenson, Journalist%' AND rt.role not like '%HH%' AND rt.role not like '%Jay Dee%' AND (cn.name like '%Blumhouse Productions%' OR cn.name like '%New Line Cinema%' OR cn.name like '%MGM Studios%' OR cn.name like '%Sony Pictures Entertainment%') AND cn.country_code not in ('mo','ni') AND ct.kind in ('miscellaneous companies','distributors','production companies')",75263
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND t.production_year > 2003 AND t.production_year < 2012 AND (mc.note like '%Australia%' OR mc.note like '%Greece%' OR mc.note like '%USA%')",1949437
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND (mc.note like '%China%' OR mc.note like '%Australia%' OR mc.note like '%Sweden%')",846257
"SELECT MIN(chn.name) AS uncredited_voiced_character, MIN(t.title) AS russian_movie FROM char_name AS chn, cast_info AS ci, company_name AS cn, company_type AS ct, movie_companies AS mc, role_type AS rt, title AS t WHERE t.id = mc.movie_id AND t.id = ci.movie_id AND ci.movie_id = mc.movie_id AND chn.id = ci.person_role_id AND rt.id = ci.role_id AND cn.id = mc.company_id AND ct.id = mc.company_type_id AND t.title not like '%comedy%' AND t.title not like '%door%' AND chn.name not like '%Jack Sparrow%' AND chn.name not like '%Gandalf%' AND ct.kind not in ('miscellaneous companies','special effects companies','distributors')",14381807
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND (mc.note like '%Germany%')",300429
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND lt.link not in ('similar to','follows','features','edited from','followed by','edited into','spin off from') AND ct.kind in ('distributors','production companies') AND t.production_year < 1990",1055668
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND k.keyword not like '%warfare%' AND k.keyword not like '%detective%' AND (mc.note like '%Russia%' OR mc.note like '%Greece%')",18298
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND (k.keyword like '%detective%' OR k.keyword like '%monster%' OR k.keyword like '%sacrifice%' OR k.keyword like '%fear%')",8920
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND cn.name not like '%Paramount Pictures%' AND cn.name not like '%Legendary%' AND cn.name not like '%20th Century Fox%' AND cn.name not like '%Amblin Television%' AND (k.keyword like '%war%' OR k.keyword like '%outlaw%' OR k.keyword like '%betray%')",34946
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND (mc.note like '%Japan%' OR mc.note like '%USA%') AND cn.country_code not in ('it','th','pr','bd','gn','mr','ag') AND lt.link in ('remake of','references','features','spoofs','alternate language version of','featured in','spin off','edited from','referenced in','unknown link') AND ct.kind not in ('production companies','miscellaneous companies','special effects companies') AND (k.keyword like '%history%')",195
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND ct.kind in ('distributors','production companies','special effects companies') AND (k.keyword like '%assassin%' OR k.keyword like '%obsession%' OR k.keyword like '%justice%' OR k.keyword like '%mafia%') AND lt.link in ('referenced in','references','remade as','spoofed in','followed by','similar to','alternate language version of','features','spoofs','unknown link','featured in','remake of') AND (cn.name like '%Studio Ghibli%' OR cn.name like '%Lionsgate%' OR cn.name like '%New Line Cinema%' OR cn.name like '%Miramax%') AND (mc.note like '%Canada%' OR mc.note like '%Brazil%' OR mc.note like '%Germany%' OR mc.note like '%France%')",0
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND lt.link in ('featured in','similar to','spoofs','spoofed in','features','alternate language version of','followed by','spin off','unknown link','remade as','follows','version of','references','spin off from','edited into','edited from','remake of') AND ct.kind in ('miscellaneous companies','production companies','distributors') AND t.production_year < 2012",1592396
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND k.keyword not like '%escape%' AND ct.kind in ('production companies','miscellaneous companies','special effects companies')",793274
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND (k.keyword like '%outlaw%' OR k.keyword like '%romantic%' OR k.keyword like '%mysterious%') AND t.production_year > 2010 AND t.production_year < 2012",0
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND lt.link in ('version of','followed by','remade as','spin off','features','spoofs','edited from','featured in') AND t.production_year < 2007 AND (t.title like '%book%' OR t.title like '%heart%' OR t.title like '%mirror%') AND ct.kind not in ('production companies','distributors')",0
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND t.production_year > 1999 AND t.production_year < 2012 AND (t.title like '%shoe%' OR t.title like '%wind%') AND ct.kind in ('miscellaneous companies','production companies','distributors')",4
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND mc.note not like '%USA%' AND mc.note not like '%Australia%' AND mc.note not like '%Greece%' AND mc.note not like '%International%' AND t.title not like '%book%' AND t.title not like '%battle%' AND t.title not like '%heart%' AND t.title not like '%island%' AND t.production_year < 1998",678059
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND (k.keyword like '%suspense%' OR k.keyword like '%dreams%' OR k.keyword like '%space%') AND (t.title like '%window%' OR t.title like '%adventure%') AND t.production_year > 2009 AND t.production_year < 2011 AND cn.country_code not in ('be','ye','bb') AND (cn.name like '%Miramax%') AND lt.link in ('featured in','remade as','unknown link','spoofed in','referenced in','alternate language version of','edited from','features','spin off','followed by','version of','edited into','follows','remake of','references','spoofs','similar to')",0
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND (k.keyword like '%fantasy%') AND lt.link in ('follows','spin off from','followed by','similar to','remade as','featured in')",542
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND lt.link in ('unknown link','version of','remake of','featured in','references','followed by','alternate language version of','spin off from','features') AND (t.title like '%ship%' OR t.title like '%dream%' OR t.title like '%thunder%') AND mc.note not like '%Mexico%' AND k.keyword not like '%identity%' AND k.keyword not like '%destiny%' AND k.keyword not like '%vengeance%' AND (cn.name like '%Studio Ghibli%' OR cn.name like '%A24%' OR cn.name like '%Paramount Pictures%') AND ct.kind not in ('special effects companies','miscellaneous companies','distributors')",0
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND (k.keyword like '%destined%' OR k.keyword like '%evil%' OR k.keyword like '%space%' OR k.keyword like '%friendship%') AND ct.kind in ('special effects companies','distributors') AND t.production_year > 2005",3090
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND ct.kind in ('distributors','miscellaneous companies','special effects companies')",3345717
"SELECT MIN(cn.name) AS from_company, MIN(lt.link) AS movie_link_type, MIN(t.title) AS non_polish_sequel_movie FROM company_name AS cn, company_type AS ct, keyword AS k, link_type AS lt, movie_companies AS mc, movie_keyword AS mk, movie_link AS ml, title AS t WHERE lt.id = ml.link_type_id AND ml.movie_id = t.id AND t.id = mk.movie_id AND mk.keyword_id = k.id AND t.id = mc.movie_id AND mc.company_type_id = ct.id AND mc.company_id = cn.id AND ml.movie_id = mk.movie_id AND ml.movie_id = mc.movie_id AND mk.movie_id = mc.movie_id AND cn.country_code not in ('cd','er','iq','td','dm') AND (cn.name like '%Walt Disney Studios%' OR cn.name like '%DreamWorks Animation%' OR cn.name like '%New Line Cinema%' OR cn.name like '%Amblin Television%' OR cn.name like '%Working Title Films%') AND t.production_year > 1999 AND (t.title like '%mystery%') AND lt.link in ('similar to','remake of','edited from','unknown link','spin off','features','featured in','alternate language version of','referenced in','spoofed in','followed by','spin off from','follows','version of','spoofs','edited into','remade as') AND ct.kind in ('production companies','miscellaneous companies','special effects companies')",0
